onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
266.969	114.285	pauseOnset	004	8	11	8	0.8	random	2.094	135
267.969	114.713	stimOnset	004	8	11	9	0.8	random	1.047	45
268.219	114.820	stimOnset	004	8	11	10	0.8	random	2.618	135
268.468	114.927	stimOnset	004	8	11	11	0.8	random	2.094	90
268.718	115.034	stimOnset	004	8	11	12	0.8	random	2.094	0
268.968	115.141	pauseOnset	004	8	11	12	0.8	random	2.094	0
269.968	115.568	stimOnset	004	8	11	13	0.8	random	3.142	45
270.218	115.675	stimOnset	004	8	11	14	0.8	random	4.712	90
270.468	115.782	stimOnset	004	8	11	15	0.8	random	5.760	0
270.718	115.889	stimOnset	004	8	11	16	0.8	random	3.665	135
270.968	115.996	pauseOnset	004	8	11	16	0.8	random	3.665	135
271.967	116.424	stimOnset	004	8	11	17	0.8	random	5.760	135
272.217	116.531	stimOnset	004	8	11	18	0.8	random	0.000	90
272.467	116.638	stimOnset	004	8	11	19	0.8	random	4.712	0
272.717	116.745	stimOnset	004	8	11	20	0.8	random	5.760	45
272.967	116.852	pauseOnset	004	8	11	20	0.8	random	5.760	45
273.967	117.280	stimOnset	004	8	11	21	0.8	random	3.142	0
274.217	117.387	stimOnset	004	8	11	22	0.8	random	0.524	90
274.467	117.494	catchOnset	004	8	11	23	0.8	random	1.571	135
274.717	117.601	stimOnset	004	8	11	24	0.8	random	1.047	45
274.966	117.708	pauseOnset	004	8	11	24	0.8	random	1.047	45
275.076	117.755	buttonpress	004	8	11	24	0.8	random	1.047	45
275.966	118.136	stimOnset	004	8	11	25	0.8	random	5.236	45
276.216	118.243	stimOnset	004	8	11	26	0.8	random	2.618	135
276.466	118.350	stimOnset	004	8	11	27	0.8	random	4.189	0
276.716	118.457	stimOnset	004	8	11	28	0.8	random	3.665	90
276.966	118.564	pauseOnset	004	8	11	28	0.8	random	3.665	90
277.966	118.992	stimOnset	004	8	11	29	0.8	random	5.236	45
278.216	119.099	stimOnset	004	8	11	30	0.8	random	1.047	135
278.465	119.206	stimOnset	004	8	11	31	0.8	random	4.712	0
278.715	119.313	stimOnset	004	8	11	32	0.8	random	1.571	90
278.965	119.420	pauseOnset	004	8	11	32	0.8	random	1.571	90
279.965	119.848	stimOnset	004	8	11	33	0.8	random	0.524	135
280.215	119.955	stimOnset	004	8	11	34	0.8	random	4.189	0
280.465	120.062	stimOnset	004	8	11	35	0.8	random	2.618	90
280.715	120.169	stimOnset	004	8	11	36	0.8	random	0.524	45
280.965	120.276	pauseOnset	004	8	11	36	0.8	random	0.524	45
281.964	120.704	blockend	004	8	11	36	0.8	random	0.524	45
289.662	123.999	stimOnset	004	8	12	1	0.8	predictable	4.712	0
289.912	124.106	stimOnset	004	8	12	2	0.8	predictable	4.712	45
290.162	124.213	stimOnset	004	8	12	3	0.8	predictable	1.047	135
290.412	124.320	stimOnset	004	8	12	4	0.8	predictable	5.236	90
290.662	124.427	pauseOnset	004	8	12	4	0.8	predictable	5.236	90
291.661	124.855	stimOnset	004	8	12	5	0.8	predictable	2.618	0
291.911	124.962	stimOnset	004	8	12	6	0.8	predictable	4.189	45
292.161	125.069	stimOnset	004	8	12	7	0.8	predictable	0.524	135
292.411	125.176	stimOnset	004	8	12	8	0.8	predictable	0.000	90
292.661	125.283	pauseOnset	004	8	12	8	0.8	predictable	0.000	90
293.661	125.711	stimOnset	004	8	12	9	0.8	predictable	1.571	0
293.911	125.818	stimOnset	004	8	12	10	0.8	predictable	4.189	45
294.161	125.925	stimOnset	004	8	12	11	0.8	predictable	4.189	135
294.411	126.032	stimOnset	004	8	12	12	0.8	predictable	3.142	90
294.661	126.139	pauseOnset	004	8	12	12	0.8	predictable	3.142	90
295.660	126.567	stimOnset	004	8	12	13	0.8	predictable	1.571	0
295.910	126.674	stimOnset	004	8	12	14	0.8	predictable	2.618	45
296.160	126.781	stimOnset	004	8	12	15	0.8	predictable	3.665	135
296.410	126.888	stimOnset	004	8	12	16	0.8	predictable	2.094	90
296.660	126.995	pauseOnset	004	8	12	16	0.8	predictable	2.094	90
297.660	127.423	stimOnset	004	8	12	17	0.8	predictable	1.047	0
297.910	127.530	stimOnset	004	8	12	18	0.8	predictable	1.047	45
298.159	127.637	stimOnset	004	8	12	19	0.8	predictable	2.618	135
298.409	127.744	stimOnset	004	8	12	20	0.8	predictable	1.571	90
298.659	127.851	pauseOnset	004	8	12	20	0.8	predictable	1.571	90
299.659	128.279	catchOnset	004	8	12	21	0.8	predictable	2.094	0
299.909	128.386	stimOnset	004	8	12	22	0.8	predictable	0.000	45
300.159	128.493	stimOnset	004	8	12	23	0.8	predictable	5.236	135
300.280	128.544	buttonpress	004	8	12	23	0.8	predictable	5.236	135
300.409	128.600	stimOnset	004	8	12	24	0.8	predictable	0.000	90
300.659	128.707	pauseOnset	004	8	12	24	0.8	predictable	0.000	90
301.658	129.135	stimOnset	004	8	12	25	0.8	predictable	3.142	0
301.908	129.242	stimOnset	004	8	12	26	0.8	predictable	3.142	45
302.158	129.349	stimOnset	004	8	12	27	0.8	predictable	4.712	135
302.408	129.456	stimOnset	004	8	12	28	0.8	predictable	3.665	90
302.658	129.563	pauseOnset	004	8	12	28	0.8	predictable	3.665	90
303.658	129.990	stimOnset	004	8	12	29	0.8	predictable	0.524	0
303.908	130.097	stimOnset	004	8	12	30	0.8	predictable	3.665	45
304.158	130.204	stimOnset	004	8	12	31	0.8	predictable	5.760	135
304.408	130.311	stimOnset	004	8	12	32	0.8	predictable	0.524	90
304.657	130.418	pauseOnset	004	8	12	32	0.8	predictable	0.524	90
305.657	130.846	stimOnset	004	8	12	33	0.8	predictable	5.760	0
305.907	130.953	stimOnset	004	8	12	34	0.8	predictable	5.760	45
306.157	131.060	stimOnset	004	8	12	35	0.8	predictable	2.094	135
306.407	131.167	stimOnset	004	8	12	36	0.8	predictable	5.236	90
306.657	131.274	pauseOnset	004	8	12	36	0.8	predictable	5.236	90
307.657	131.702	blockend	004	8	12	36	0.8	predictable	5.236	90
