onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
125.873	53.884	stimOnset	002	3	8	14	0.5	predictable	3.142	90
126.123	53.991	stimOnset	002	3	8	15	0.5	predictable	2.618	0
126.373	54.098	stimOnset	002	3	8	16	0.5	predictable	5.236	135
126.623	54.205	stimOnset	002	3	8	17	0.5	predictable	4.712	45
126.873	54.312	stimOnset	002	3	8	18	0.5	predictable	3.665	90
127.123	54.419	catchOnset	002	3	8	19	0.5	predictable	0.000	0
127.373	54.526	stimOnset	002	3	8	20	0.5	predictable	1.047	135
127.623	54.633	stimOnset	002	3	8	21	0.5	predictable	5.236	45
127.873	54.740	stimOnset	002	3	8	22	0.5	predictable	1.571	90
128.123	54.847	stimOnset	002	3	8	23	0.5	predictable	5.236	0
128.373	54.954	stimOnset	002	3	8	24	0.5	predictable	1.047	135
128.623	55.061	stimOnset	002	3	8	25	0.5	predictable	2.618	45
128.873	55.168	stimOnset	002	3	8	26	0.5	predictable	2.618	90
129.123	55.275	stimOnset	002	3	8	27	0.5	predictable	4.712	0
129.373	55.382	stimOnset	002	3	8	28	0.5	predictable	5.236	135
129.623	55.489	stimOnset	002	3	8	29	0.5	predictable	2.094	45
129.873	55.596	stimOnset	002	3	8	30	0.5	predictable	2.094	90
130.123	55.703	stimOnset	002	3	8	31	0.5	predictable	3.665	0
130.373	55.810	stimOnset	002	3	8	32	0.5	predictable	5.760	135
130.623	55.917	stimOnset	002	3	8	33	0.5	predictable	0.000	45
130.873	56.024	stimOnset	002	3	8	34	0.5	predictable	2.618	90
131.123	56.131	stimOnset	002	3	8	35	0.5	predictable	0.524	0
131.373	56.238	stimOnset	002	3	8	36	0.5	predictable	1.571	135
131.623	56.345	stimOnset	002	3	8	37	0.5	predictable	1.047	45
131.873	56.452	stimOnset	002	3	8	38	0.5	predictable	5.236	90
132.123	56.559	stimOnset	002	3	8	39	0.5	predictable	4.712	0
132.373	56.666	stimOnset	002	3	8	40	0.5	predictable	2.094	135
132.623	56.773	stimOnset	002	3	8	41	0.5	predictable	4.189	45
132.873	56.881	stimOnset	002	3	8	42	0.5	predictable	4.189	90
133.123	56.988	stimOnset	002	3	8	43	0.5	predictable	0.524	0
133.373	57.095	stimOnset	002	3	8	44	0.5	predictable	4.712	135
133.623	57.202	stimOnset	002	3	8	45	0.5	predictable	1.047	45
133.873	57.309	stimOnset	002	3	8	46	0.5	predictable	5.760	90
134.123	57.416	stimOnset	002	3	8	47	0.5	predictable	5.760	0
134.373	57.523	catchOnset	002	3	8	48	0.5	predictable	1.571	135
134.623	57.630	stimOnset	002	3	8	49	0.5	predictable	5.760	45
134.873	57.737	stimOnset	002	3	8	50	0.5	predictable	3.665	90
135.123	57.844	stimOnset	002	3	8	51	0.5	predictable	0.000	0
135.373	57.951	stimOnset	002	3	8	52	0.5	predictable	0.524	135
135.623	58.058	stimOnset	002	3	8	53	0.5	predictable	5.760	45
135.873	58.165	stimOnset	002	3	8	54	0.5	predictable	3.142	90
136.123	58.272	stimOnset	002	3	8	55	0.5	predictable	2.094	0
136.373	58.379	stimOnset	002	3	8	56	0.5	predictable	2.618	135
136.623	58.486	stimOnset	002	3	8	57	0.5	predictable	3.665	45
136.873	58.593	stimOnset	002	3	8	58	0.5	predictable	0.524	90
137.123	58.700	stimOnset	002	3	8	59	0.5	predictable	0.000	0
137.373	58.807	stimOnset	002	3	8	60	0.5	predictable	4.189	135
137.622	58.914	blockend	002	3	8	60	0.5	predictable	4.189	135
127.705	54.668	buttonpress	002	3	8	60	0.5	predictable	4.189	135
134.898	57.747	buttonpress	002	3	8	60	0.5	predictable	4.189	135
